date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:33	1194/1194	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jun%202026%2006:51:28%20GMT	https://banksyariahberkah.com/assets/img/testi-bg.jpg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/testi-bg.jpg	(from https://banksyariahberkah.com/assets/style.css)
13:51:33	1194/1194	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jun%202026%2006:51:28%20GMT	https://banksyariahberkah.com/assets/img/client-bg.jpg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/client-bg.jpg	(from https://banksyariahberkah.com/assets/style.css)
13:51:34	1194/1194	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jun%202026%2006:51:29%20GMT	https://banksyariahberkah.com/assets/img/blockqoute-bg.jpg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/blockqoute-bg.jpg	(from https://banksyariahberkah.com/assets/style.css)
13:51:34	1194/1194	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jun%202026%2006:51:29%20GMT	https://banksyariahberkah.com/assets/img/about-img.jpg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/about-img.jpg	(from https://banksyariahberkah.com/assets/style.css)
13:51:35	1194/1194	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Jun%202026%2006:51:30%20GMT	https://banksyariahberkah.com/assets/img/mission-img.jpg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/mission-img.jpg	(from https://banksyariahberkah.com/assets/style.css)
13:51:35	1471274/1471274	---M--	200	added ('OK')	image/png	date:Sun,%2002%20Feb%202025%2018:49:40%20GMT	https://banksyariahberkah.com/assets/img/bg2.png	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/bg2.png	(from https://banksyariahberkah.com/assets/style.css)
13:51:36	58/58	---M--	400	error ('Bad%20Request')	text/plain	etag:W/%223a-taO9i3TG0dz45Oeau8VRWJD4Xi8%22	https://cdn.jsdelivr.net/robots.txt		(from https://banksyariahberkah.com/beranda)
13:51:36	85331/85331	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Mar%202025%2019:24:24%20GMT	https://banksyariahberkah.com/assets/img/penghargaan/2011.jpeg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/penghargaan/2011.jpg	(from https://banksyariahberkah.com/profil/penghargaan)
13:51:37	113589/113589	---M--	200	added ('OK')	image/jpeg	date:Wed,%2005%20Mar%202025%2019:24:20%20GMT	https://banksyariahberkah.com/assets/img/penghargaan/2018.jpeg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/penghargaan/2018.jpg	(from https://banksyariahberkah.com/profil/penghargaan)
13:51:37	316431/316431	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20May%202025%2007:48:26%20GMT	https://banksyariahberkah.com/assets/img/struktur_bprs.jpg	C:/My%20Web%20Sites/company-profile/banksyariahberkah.com/assets/img/struktur_bprs.jpg	(from https://banksyariahberkah.com/profil/struktur)
